TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
304,issf,bewswa1,Cygnus columbianus bewickii,Tundra Swan (Bewick's),Tundra Swan (Bewick's),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,tunswa
304.3,intergrade,tunswa2,Cygnus columbianus columbianus x bewickii,Tundra Swan (Whistling x Bewick's),Tundra Swan (Whistling x Bewick's),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,tunswa
304.5,hybrid,x00418,Cygnus buccinator x cygnus,Trumpeter x Tundra Swan (hybrid),Trumpeter x Tundra Swan (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
305,slash,y00471,Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,Trumpeter/Tundra Swan,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
306,species,whoswa,Cygnus cygnus,Whooper Swan,Whooper Swan,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
306.5,hybrid,x00419,Cygnus buccinator x columbianus,Trumpeter x Whooper Swan (hybrid),Trumpeter x Whooper Swan (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
306.7,slash,y00708,Cygnus columbianus/cygnus,Tundra/Whooper Swan,Tundra/Whooper Swan,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
307,spuh,swan1,Cygnus sp.,swan sp.,swan sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
308,species,cosswa1,Coscoroba coscoroba,Coscoroba Swan,Coscoroba Swan,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
309,species,comduc1,Sarkidiornis melanotos,Comb Duck,Comb/Knob-billed Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
310,issf,comduc2,Sarkidiornis melanotos melanotos,Comb Duck (Old World),Knob-billed Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,comduc1
311,issf,comduc3,Sarkidiornis melanotos sylvicola,Comb Duck (South American),Comb Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,comduc1
312,species,harduc1,Pteronetta hartlaubii,Hartlaub's Duck,Hartlaub's Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
312.5,species,origoo1,Oressochen jubatus,Orinoco Goose,Orinoco Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
313,species,andgoo1,Oressochen melanopterus,Andean Goose,Andean Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
314,species,uplgoo1,Chloephaga picta,Upland Goose,Upland Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
317,form,uplgoo2,Chloephaga picta (White-breasted),Upland Goose (White-breasted),Upland Goose (White-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,uplgoo1
318,form,uplgoo3,Chloephaga picta (Bar-breasted),Upland Goose (Bar-breasted),Upland Goose (Bar-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,uplgoo1
319,species,kelgoo1,Chloephaga hybrida,Kelp Goose,Kelp Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
322,species,ashgoo1,Chloephaga poliocephala,Ashy-headed Goose,Ashy-headed Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
323,species,ruhgoo1,Chloephaga rubidiceps,Ruddy-headed Goose,Ruddy-headed Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
325,species,egygoo,Alopochen aegyptiaca,Egyptian Goose,Egyptian Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
326,species,rudshe,Tadorna ferruginea,Ruddy Shelduck,Ruddy Shelduck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
327,species,soashe1,Tadorna cana,South African Shelduck,South African Shelduck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
328,species,ausshe1,Tadorna tadornoides,Australian Shelduck,Australian Shelduck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
329,species,parshe1,Tadorna variegata,Paradise Shelduck,Paradise Shelduck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
330,species,comshe,Tadorna tadorna,Common Shelduck,Common Shelduck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
331,species,radshe1,Tadorna radjah,Radjah Shelduck,Raja Shelduck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
334,species,creshe1,Tadorna cristata,Crested Shelduck,Crested Shelduck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
335,species,spwgoo1,Plectropterus gambensis,Spur-winged Goose,Spur-winged Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
336,issf,spwgoo2,Plectropterus gambensis gambensis,Spur-winged Goose (Northern),Spur-winged Goose (Northern),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
337,issf,spwgoo3,Plectropterus gambensis niger,Spur-winged Goose (Southern),Spur-winged Goose (Southern),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
338,species,flystd1,Tachyeres patachonicus,Flying Steamer-Duck,Flying Steamer Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
339,species,flistd1,Tachyeres pteneres,Flightless Steamer-Duck,Fuegian Steamer Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
340,species,falstd1,Tachyeres brachypterus,Falkland Steamer-Duck,Falkland Steamer Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
341,species,whhstd1,Tachyeres leucocephalus,White-headed Steamer-Duck,Chubut Steamer Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
342,spuh,steame1,Tachyeres sp.,steamer-duck sp.,steamer-duck sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
343,species,creduc1,Lophonetta specularioides,Crested Duck,Crested Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
346,species,speduc2,Speculanas specularis,Spectacled Duck,Bronze-winged Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
347,species,musduc,Cairina moschata,Muscovy Duck,Muscovy Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
347.5,domestic,musduc3,Cairina moschata (Established Feral),Muscovy Duck (Established Feral),Muscovy Duck (Established Feral),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,musduc
348,domestic,musduc2,Cairina moschata (Domestic type),Muscovy Duck (Domestic type),Muscovy Duck (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
350,species,whwduc1,Cairina scutulata,White-winged Duck,White-winged Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
351,species,grnpyg1,Nettapus pulchellus,Green Pygmy-Goose,Green Pygmy Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
352,species,copgoo1,Nettapus coromandelianus,Cotton Pygmy-Goose,Cotton Pygmy Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
355,species,afrpyg1,Nettapus auritus,African Pygmy-Goose,African Pygmy Goose,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
356,species,rintea1,Callonetta leucophrys,Ringed Teal,Ringed Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
357,species,wooduc,Aix sponsa,Wood Duck,Wood Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
360,species,manduc,Aix galericulata,Mandarin Duck,Mandarin Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
361,species,manduc1,Chenonetta jubata,Maned Duck,Maned Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
362,species,bratea1,Amazonetta brasiliensis,Brazilian Teal,Brazilian Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
365,species,bluduc1,Hymenolaimus malacorhynchos,Blue Duck,Blue Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
366,species,torduc1,Merganetta armata,Torrent Duck,Torrent Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373,species,saltea1,Salvadorina waigiuensis,Salvadori's Teal,Salvadori's Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
374,species,afbduc1,Anas sparsa,African Black Duck,African Black Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
377,species,gadwal,Anas strepera,Gadwall,Gadwall,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
378,issf,gadwal1,Anas strepera strepera,Gadwall (Common),Gadwall (Common),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
379,issf,gadwal2,Anas strepera couesi,Gadwall (Coues's),Gadwall (Coues's),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
383,species,falduc,Anas falcata,Falcated Duck,Falcated Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
384,species,eurwig,Anas penelope,Eurasian Wigeon,Eurasian Wigeon,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
384.5,hybrid,x00723,Anas strepera x penelope,Gadwall x Eurasian Wigeon (hybrid),Gadwall x Eurasian Wigeon (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386,species,amewig,Anas americana,American Wigeon,American Wigeon,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386.3,hybrid,x00724,Anas strepera x americana,Gadwall x American Wigeon (hybrid),Gadwall x American Wigeon (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386.5,hybrid,x00421,Anas penelope x americana,Eurasian x American Wigeon (hybrid),Eurasian x American Wigeon (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
388.7,slash,y00670,Anas penelope/americana,Eurasian/American Wigeon,Eurasian/American Wigeon,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
389,species,chiwig1,Anas sibilatrix,Chiloe Wigeon,Chiloe Wigeon,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
390,species,ambduc,Anas rubripes,American Black Duck,American Black Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
392,species,yebduc1,Anas undulata,Yellow-billed Duck,Yellow-billed Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395,species,melduc1,Anas melleri,Meller's Duck,Meller's Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
396,species,mallar,Anas platyrhynchos,Mallard,Mallard/Mexican Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
397,issf,mallar3,Anas platyrhynchos platyrhynchos/conboschas,Mallard (Northern),Mallard,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
400,issf,mexduc,Anas platyrhynchos diazi,Mallard (Mexican),Mexican Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
401,intergrade,mallar4,Anas platyrhynchos platyrhynchos x diazi,Mallard (Mexican intergrade),Mallard x Mexican Duck (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
402,domestic,mallar2,Anas platyrhynchos (Domestic type),Mallard (Domestic type),Mallard (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.1,hybrid,mdxmal1,Cairina moschata x Anas platyrhynchos,Muscovy Duck x Mallard (hybrid),Muscovy Duck x Mallard (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.2,hybrid,x00205,Aix sponsa x Anas platyrhynchos,Wood Duck x Mallard (hybrid),Wood Duck x Mallard (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.4,hybrid,x00420,Anas strepera x platyrhynchos,Gadwall x Mallard (hybrid),Gadwall x Mallard (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.6,hybrid,x00647,Anas penelope x platyrhynchos,Eurasian Wigeon x Mallard (hybrid),Eurasian Wigeon x Mallard (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.8,hybrid,x00611,Anas americana x platyrhynchos,American Wigeon x Mallard (hybrid),American Wigeon x Mallard (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.9,hybrid,x00004,Anas rubripes x platyrhynchos,American Black Duck x Mallard (hybrid),American Black Duck x Mallard (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
403,slash,y00600,Anas rubripes/platyrhynchos,American Black Duck/Mallard,American Black Duck/Mallard,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406,hybrid,x00760,Anas undulata x platyrhynchos,Yellow-billed Duck x Mallard (hybrid),Yellow-billed Duck x Mallard (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
409,species,motduc,Anas fulvigula,Mottled Duck,Mottled Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
410,issf,motduc1,Anas fulvigula fulvigula,Mottled Duck (Florida),Mottled Duck (Florida),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
411,issf,motduc2,Anas fulvigula maculosa,Mottled Duck (Gulf Coast),Mottled Duck (Gulf Coast),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
411.3,slash,y00633,Anas rubripes/fulvigula,American Black/Mottled Duck,American Black/Mottled Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
411.5,hybrid,x00422,Anas platyrhynchos x fulvigula,Mallard x Mottled Duck (hybrid),Mallard x Mottled Duck (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
411.6,slash,y00632,Anas platyrhynchos/fulvigula,Mallard/Mottled Duck,Mallard/Mottled Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
412,species,hawduc,Anas wyvilliana,Hawaiian Duck,Hawaiian Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
412.5,hybrid,x00423,Anas platyrhynchos x wyvilliana,Mallard x Hawaiian Duck (hybrid),Mallard x Hawaiian Duck (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
413,species,layduc,Anas laysanensis,Laysan Duck,Laysan Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
414,species,isbduc1,Anas poecilorhyncha,Indian Spot-billed Duck,Indian Spot-billed Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
417,species,spbduc,Anas zonorhyncha,Eastern Spot-billed Duck,Eastern Spot-billed Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
417.5,slash,y00830,Anas poecilorhyncha/zonorhyncha,Indian/Eastern Spot-billed Duck,Indian/Eastern Spot-billed Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
418,species,pabduc1,Anas superciliosa,Pacific Black Duck,Pacific Black Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
421.5,hybrid,x00458,Anas platyrhynchos x superciliosa,Mallard x Pacific Black Duck (hybrid),Mallard x Pacific Black Duck (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
422,species,phiduc1,Anas luzonica,Philippine Duck,Philippine Duck,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
423,species,buwtea,Anas discors,Blue-winged Teal,Blue-winged Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
426,species,cintea,Anas cyanoptera,Cinnamon Teal,Cinnamon Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
432,hybrid,bwxtea1,Anas discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),Blue-winged x Cinnamon Teal (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
433,slash,y00314,Anas discors/cyanoptera,Blue-winged/Cinnamon Teal,Blue-winged/Cinnamon Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
434,species,redsho1,Anas platalea,Red Shoveler,Red Shoveler,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
435,species,capsho1,Anas smithii,Cape Shoveler,Cape Shoveler,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
436,species,aussho1,Anas rhynchotis,Australian Shoveler,Australasian Shoveler,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439,species,norsho,Anas clypeata,Northern Shoveler,Northern Shoveler,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.2,hybrid,x00457,Anas strepera x clypeata,Gadwall x Northern Shoveler (hybrid),Gadwall x Northern Shoveler (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.3,hybrid,x00777,Anas americana x clypeata,American Wigeon x Northern Shoveler (hybrid),American Wigeon x Northern Shoveler (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.4,hybrid,x00612,Anas platyrhynchos x clypeata,Mallard x Northern Shoveler (hybrid),Mallard x Northern Shoveler (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.6,hybrid,x00629,Anas discors x clypeata,Blue-winged Teal x Northern Shoveler (hybrid),Blue-winged Teal x Northern Shoveler (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.8,hybrid,x00630,Anas cyanoptera x clypeata,Cinnamon Teal x Northern Shoveler (hybrid),Cinnamon Teal x Northern Shoveler (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
440,species,whcpin,Anas bahamensis,White-cheeked Pintail,White-cheeked Pintail,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
441,issf,whcpin1,Anas bahamensis bahamensis/rubrirostris,White-cheeked Pintail (White-cheeked),White-cheeked Pintail (White-cheeked),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
444,issf,whcpin2,Anas bahamensis galapagensis,White-cheeked Pintail (Galapagos),White-cheeked Pintail (Galapagos),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
444.2,hybrid,x00778,Anas platyrhynchos x bahamensis,Mallard x White-cheeked Pintail (hybrid),Mallard x White-cheeked Pintail (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
445,species,rebduc1,Anas erythrorhyncha,Red-billed Duck,Red-billed Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446,species,norpin,Anas acuta,Northern Pintail,Northern Pintail,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.3,hybrid,x00610,Anas strepera x acuta,Gadwall x Northern Pintail (hybrid),Gadwall x Northern Pintail (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.5,hybrid,x00761,Anas penelope x acuta,Eurasian Wigeon x Northern Pintail (hybrid),Eurasian Wigeon x Northern Pintail (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.6,hybrid,x00196,Anas americana x acuta,American Wigeon x Northern Pintail (hybrid),American Wigeon x Northern Pintail (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.7,hybrid,x00674,Anas rubripes x acuta,American Black Duck x Northern Pintail (hybrid),American Black Duck x Northern Pintail (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.8,hybrid,x00628,Anas platyrhynchos x acuta,Mallard x Northern Pintail (hybrid),Mallard x Northern Pintail (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
447,species,eatpin1,Anas eatoni,Eaton's Pintail,Eaton's Pintail,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
450,species,yebpin1,Anas georgica,Yellow-billed Pintail,Yellow-billed Pintail,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
451,issf,yebpin2,Anas georgica georgica,Yellow-billed Pintail (South Georgia),Yellow-billed Pintail (South Georgia),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
452,issf,yebpin3,Anas georgica spinicauda/niceforoi,Yellow-billed Pintail (South American),Yellow-billed Pintail (South American),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
455,species,siltea1,Anas versicolor,Silver Teal,Silver Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
458,species,puntea1,Anas puna,Puna Teal,Puna Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
459,species,hottea1,Anas hottentota,Hottentot Teal,Hottentot Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
460,species,gargan,Anas querquedula,Garganey,Garganey,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
461,species,baitea,Anas formosa,Baikal Teal,Baikal Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
462,species,gnwtea,Anas crecca,Green-winged Teal,Eurasian/Green-winged Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
463,issf,egwtea1,Anas crecca crecca/nimia,Green-winged Teal (Eurasian),Eurasian Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467,issf,agwtea1,Anas crecca carolinensis,Green-winged Teal (American),Green-winged Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467.5,intergrade,gnwtea1,Anas crecca crecca/nimia x carolinensis,Green-winged Teal (intergrade),Eurasian x Green-winged Teal (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467.55,hybrid,x00762,Anas strepera x crecca,Gadwall x Green-winged Teal (hybrid),Gadwall x Green-winged Teal (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.6,hybrid,x00646,Anas americana x crecca,American Wigeon x Green-winged Teal (hybrid),American Wigeon x Green-winged Teal (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.8,hybrid,x00670,Anas platyrhynchos x crecca,Mallard x Green-winged Teal (hybrid),Mallard x Green-winged Teal (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.9,hybrid,x00673,Anas discors x crecca,Blue-winged x Green-winged Teal (hybrid),Blue-winged x Green-winged Teal (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.93,hybrid,x00763,Anas cyanoptera x crecca,Cinnamon x Green-winged Teal (hybrid),Cinnamon x Green-winged Teal (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.95,hybrid,x00725,Anas acuta x crecca,Northern Pintail x Green-winged Teal (hybrid),Northern Pintail x Green-winged Teal (hybrid),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.97,slash,y00766,Anas querquedula/crecca,Garganey/Green-winged Teal,Garganey/Eurasian/Green-winged Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
468,species,spetea3,Anas andium,Andean Teal,Andean Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
469,issf,andtea2,Anas andium altipetens,Andean Teal (Merida),Andean Teal (Merida),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
470,issf,andtea3,Anas andium andium,Andean Teal (Andean),Andean Teal (Andean),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
471,species,yebtea1,Anas flavirostris,Yellow-billed Teal,Yellow-billed Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
472,issf,spetea2,Anas flavirostris flavirostris,Yellow-billed Teal (flavirostris),Yellow-billed Teal (flavirostris),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
473,issf,spetea4,Anas flavirostris oxyptera,Yellow-billed Teal (oxyptera),Yellow-billed Teal (oxyptera),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
474,slash,spetea1,Anas andium/flavirostris,Andean/Yellow-billed Teal,Andean/Yellow-billed Teal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
